,Review_Date,Author_Name,Vehicle_Title,Review_Title,Review,Rating
2557, on 05/13/17 14:35 PM (PDT),Craig ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),CRV (Consumer relishes vehicle)," My actual rating for this car would be 4 1/2 stars…I always look forward to driving my 2016 Honda CRV.It handles and holds the road beautifully, smooth as silk braking (I’ve driven 23,000 miles, and have not needed to change the brakes; that’s how good they are)Adequate, although not blazing,  neck-snapping, power.A few annoying quirks: Due to the configuration of the rear window, a big blind spot on right side, so I need to lean forward to make sure there is no car on my right When changing lanes.Did not have this vision problem with my former car, Hyundai Santa Fe. Additionally, when going downhill, the Honda will stay in the same gear, straining a bit; so I have to give it a little gas to get it to shift into a better gear.  Also, no volume knob For the radio! Instead, a toggle switch/button; although, I believe they remedied this in later models.Value is excellent:Sticker price was $30,745 for this 2016 CRV all-wheel-drive model EX-L; we paid $28,711 before sales tax. Car comes with leather seats, rear view camera, all wheel drive.My actual gas mileage is around 23 mpg, for A mix of local/highway driving. It says 25/31 on the sticker. I get closer to 25-26 on the highway, completely flat ground, which we don’t have in Pittsburgh!I recommend test driving this car; it was in the top 10 for a reason.",4
2558, on 05/02/17 06:34 AM (PDT),William dinan ,2016 Honda CR-V  SE 4dr SUV AWD (2.4L 4cyl CVT),2016 crv, Stay away from the 2016 Honda CR-V.... Vibrations issues that Honda has yet to solve.  We have a brand new one with 4400 miles and took the suv in for service on the vibration issue and all they said was this was normal.,2
2559, on 04/30/17 12:42 PM (PDT),Chuck P. ,2016 Honda CR-V  LX 4dr SUV AWD (2.4L 4cyl CVT),Horrible Engine Vibration," The engine in this 2016 CRV vibrates considerably while stopped in drive and foot on the brake. The front seats vibrate to a point that causes my legs to go numb. The doors and center console vibrates, as well as the dash which is creating a noise from the dash/steering column area. The dealership says this is normal, but I wonder what component/s this vibration will cause to come loose later on--electrical connections, fuel line connections, a/c connections, etc. (not to mention my legs)? I bought this CRV because of a presumed reputation, but am left gravely disappointed. I will never buy or recommend Honda vehicles.",2
2560, on 04/25/17 09:11 AM (PDT),James Krizmanic ,2016 Honda CR-V  EX 4dr SUV (2.4L 4cyl CVT),Nice car," Overall,  this is a great car for the money. A little too much plastic,  but one would expect that for the money.",4
2561, on 04/11/17 19:33 PM (PDT),Esther F ,2016 Honda CR-V  EX 4dr SUV AWD (2.4L 4cyl CVT),Don't buy it!! Try another vehicle!," I financed a CRV SE in September 2016 and two days or so after having the car I had to go back to the dealer complaining about this vibration that is only felt when the car is idle or when stopped at a light and/or traffic. I feel very disappointed in Honda for not having a fixable solution to this problem. The dead just tells that ""it's a V4 what you are experiencing/feeling it's normal"" there no way in hell that you can say that a car that's clearly vibrating and that you as the ""tech or mechanics"" is also feel that there's something not right on the vehicle you can tell me it's normal!!! The worst part is that they tell me that they can get me into another car but it's going to put me a negative equity or something thing like that which means that they are going to give me a quote on how much the CRV is valued as of now and they are going to deduct what the consider out it and then I'll owe the rest! Totally not fair.. I feel that as a ""respectable"" brand as Honda should have more respect and transparency with its customers and fully advice them of this problem! But, that's not all the ""AWD""crap is BS.. I had such a hard time driving in the snow this Winter and to make it worst I was stuck!!!   In the snow. I had to get out and shovel my way out and just so you know I have a bad back! No it's totally unfair to be paying all that money to get into a car that's not even going to give you half of what you are paying for, so do yourself a favor and don't buy a CRV..",1
2562, on 04/06/17 08:38 AM (PDT),Renay Rodriguez ,2016 Honda CR-V  EX-L 4dr SUV (2.4L 4cyl CVT),A Great Car - Horrible Comfort, I will never buy another CRV again unless Honda decides to fix the interior car seat design. After owning the car for 6 months I now have a permanent shoulder and neck injury from driving this vehicle. The headrest is so far forward that it causes curvature right at the base of the neck into the mid spine area. As a result of being constantly curved you begin to develop next train with creates muscle tightness in the neck which is now resulted in tingling and numbness in two my hands. I tried turning the headrest around and felt infinitely more comfortable but it's not safe because there's no support in case of an accident. An additional problem is the bottom part of the seats themselves even at 5 to the seats are too short. As a result you don't get any support behind your legs. And this creates neck and back strain as well as you are required to support your own legs throughout the drive with just your bottom on the seat. I drive a car to drive and go places and this car has been miserable.  Another reason not to ever buy this car again is the road noise. You can barely talk on your cell phone in this car when you're on the highway because the road and wind noise is so loud. You cannot listen to music comfortably in this car because you have to blast it so loud in order to be able to hear the music over the wind and road noise. When I bought this car I was thinking great gas mileage reliability and safety. But I didn't think about Comfort because I assumed a car company like Honda as reputable as they are would have created seats that would have been comfortable.,3
2563, on 03/17/17 18:28 PM (PDT),Jax r better ,2016 Honda CR-V  EX-L 4dr SUV (2.4L 4cyl CVT),You should know, The gas and brake are dangerously too close Honda says too bad! The car goes 5 mph weither you like it or not Honda will refuse to change it in other words it may be your car but we do not care what you want!,3
2564, on 03/12/17 13:47 PM (PDT),Kristy Miller ,2016 Honda CR-V  Touring 4dr SUV AWD (2.4L 4cyl CVT),2016 Honda CR-V Touring," Love this vehicle.  Very quiet ride,  good interior space and ""peppy"" engine.  I am 5' 2"" short and the seats adjust well, except for the head rest which has no adjustment.  The on screen computer/navigation system doesn't seem to be very intuitive.  Sound system is pretty good.   I do like the keyless entry and automatic trunk open and close.  Insurance Institute for highway safety rated this vehicle as ""Good"" (highest rating)  along with a great resale value.  I traded in my 2004 Chevy Trailblazer for this vehicle and other than the size and weight difference I am very pleased with this vehicle.  9/12/2017 update Still LOVE my CR-V the only trouble I have had is a 7.5 fuse blown that took out the back lights, dash lights and hi-beams.  Replaced fuse and its good to go! 3/13/2018 Still LOVING this Honda!  Drives like a breeze and is trouble free!",5
2565, on 03/08/17 15:01 PM (PST),Denise ,2016 Honda CR-V  EX-L w/Navigation 4dr SUV AWD (2.4L 4cyl CVT),Don't do it!, The vibration issue is real!.  After five months I began to feel the vibration especially when holding the brake while stopped at a light.  It has gotten increasingly worse.  Three trips to the service center to be told that this is normal.  Shame on Honda.  This problem outweighs  any positive features.,3
2566, on 03/04/17 13:19 PM (PST),Laura ,2016 Honda CR-V  LX 4dr SUV AWD (2.4L 4cyl CVT),CRV is FABULOUS," If you want a comfortable, high MPG SUV get a CRV. I am getting over 30mpg overall. This is great since i had held off on getting a SUV because of mpg concerns. My 2016 CRV has a smooth ride and performs very well in wet conditions. I am extremely happy to be a CRV owner !!! Thank you Honda for making a fabulous small SUV!!!!!",5
2567, on 02/28/17 10:42 AM (PST),sreehari ,2016 Honda CR-V  LX 4dr SUV (2.4L 4cyl CVT),better vehicle for your money!, only the rear of the crv is little bit off,4
2568, on 02/22/17 13:18 PM (PST),L.  Hurt ,2016 Honda CR-V  Touring 4dr SUV AWD (2.4L 4cyl CVT),"2016 CRV Touring, Nice ride and it has a CD player"," It is more roomy than several that i looked at, including RAV4. The navagation is more complicated in the 2016 than the 2017 CRV. The 2016 CRV has a CD player which I definitely wanted and many of the newer models do not. It has a quality sound when you shut the doors. I'm not sure if I will use all the tech features but many seem to be helpful to have. It just may take me a while to learn how to use them safely.",4
2569, on 02/13/17 03:47 AM (PST),June Cannon ,2016 Honda CR-V  EX 4dr SUV AWD (2.4L 4cyl CVT),Great Looking," Great small SUV,  I commute 60 miles a day great MPG",4
2570, on 02/10/17 17:14 PM (PST),RonS ,2016 Honda CR-V  SE 4dr SUV (2.4L 4cyl CVT),The park bench, Old folks... need more seat comfort.    Reminds me of a delivery van .,5
2571, on 02/08/17 17:34 PM (PST),MKP ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),Winter noice," In the winter when I start car it is special noice like my car cry (ooh). If break or slow car and start pick up, it is again ooh.",4
2572, on 02/08/17 17:34 PM (PST),MKP ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),Winter noice," In the winter when I start car it is special noice like my car cry (ooh). If break or slow car and start pick up, it is again ooh.",4
2573, on 02/05/17 04:37 AM (PST),concerned parent ,2016 Honda CR-V  SE 4dr SUV (2.4L 4cyl CVT),Gasoline fumes in the passenger cabin," I leased my 2016 CRV in August of 2016. By November 2016, my husband and I began to smell gasoline fumes that would overwhelm the passanger cabin while the car was idling. Honda has admitted that it is a known problem with the 2016 CRV models. PLEASE do some research before leasing or buying. My car has now been at the dealership for FOUR WEEKS without a fix. I am paying for a car that I cannot safely drive. Prolonged exposure to gasoline fumes can lead to a variety of medical issues. With a one year old son, I refuse to allow him to be exposed to the fumes. I hope no one else has to experience the stress that buying a 2016 CRV has caused on my family.",2
2574, on 02/02/17 15:53 PM (PST),Minouchie ,2016 Honda CR-V  EX 4dr SUV AWD (2.4L 4cyl CVT),Fun to Drive 2016 CR-V AWD," Fun to drive, and a cinch to park. Cargo area is well-thought out. Exterior is beautiful. Interior is not as luxurious and well-appointed as the Accord. Although this is a SUV, for the price points I think more could be done with the interior design. Having to manually open the hatch is annoying, but I think they took care of that with the 2017 models.",5
2575, on 01/31/17 10:06 AM (PST),Hit ,2016 Honda CR-V  Touring 4dr SUV (2.4L 4cyl CVT),Hit," I was hit by another car in the back of the car. This car held up well.  The  seat belt and lumbar seats held my body tight. I am waiting for whiplash pain.  After 24 hours, I still feel well. I recommend this car.Update : After some time, I still have no problems, no repairs. I love this car. After a year the car still has no problems. It only goes to the mechanic for oil change. Still in love with this car.",5
2576, on 01/30/17 10:35 AM (PST),Jimmy Damron ,2016 Honda CR-V  EX-L 4dr SUV (2.4L 4cyl CVT),Great SUV," I have had several Honda's. I love this 2016 as well, very reliable.",5
2577, on 01/29/17 17:55 PM (PST),J. Linch ,2016 Honda CR-V  LX 4dr SUV (2.4L 4cyl CVT),Terrible suspension," I have had Nissan, Toyota before. Honda seemed to be the worst so far. After about 25K, the tires wore to 3/8 and needs to be changed. No Honda dealer honored any tire waranty. They don't want to pay for it. Their electric system may have some problems too. I am talking about hundreds or thousands of dollars from year two and on. Go buy Toyota or Nissan",1
2578, on 01/28/17 09:06 AM (PST),Angelica Carlos ,2016 Honda CR-V  LX 4dr SUV (2.4L 4cyl CVT),Love my crv!," I love everything about my crv, well almost everything. The only problem is that the rear seat is a little narrow for my family. I have 3 kids, one of which is  in a booster and one in a car seat. I had to buy another car seat, the narrowest I could find, in order for them to fit, and they are still pretty tight back there. I'm hoping it wont be too torturous for them when we go on one of our road trips. Other than that, the car is absolutely perfect!",5
2579, on 01/27/17 08:20 AM (PST),RS Desikan ,2016 Honda CR-V  EX 4dr SUV AWD (2.4L 4cyl CVT),Honda CRV - Generally great !, With the latest iOS release. Honda Link / Navigation has simply collapsed. Honda is just not bothered either to correct or inform the customers.  ZERO SERVICE. I don't think Toyota will be this bad ! Just this aspect downgrades overall rating.,1
2580, on 01/25/17 13:43 PM (PST),Edward Phipps ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),After a year and a half," Vehicle is enjoyable.  I keep vehicles very clean but the  CRV is difficult to keep clean under the doors and lower body.  Entertainment system is not intuitive and still have difficulty finding controls and setting system.  Hands fee voice commands rarely work.  Mechanically perfect, typical of Honda.  Great acceleration and handling.",4
2581, on 01/22/17 11:49 AM (PST),Barry S. ,2016 Honda CR-V  EX 4dr SUV AWD (2.4L 4cyl CVT),Noise," CONS:::  (1) too much noise when riding.   you can hear the outside noise from traffic.  (2) brakes make a creaking sound.   dealership says its normal due to weather. (3) the parking/backup camera is blurred when it rains so you really cant see what is behind you.  makes this feature more or less useless.   (4) front drivers seat gets uncomfortable if riding for any length of time.  (5)  CD player setup is kinda ""dumb"".  you have to push the button to raise the display screen to get access to the CD slot.    (6) USB  ports are inside the center console.  hard to utilize.                                                                                                                                PROS:  (1)  good gas mileage, we averaged 32mpg on an extended trip.   (2) looks good, good lines and style on the body.   (3) price was OK.",3
2582, on 01/19/17 10:15 AM (PST),William Digdo ,2016 Honda CR-V  EX-L 4dr SUV (2.4L 4cyl CVT),Transmission vibration/ Idle speed not constant, Very disappointed with transmission and idle /vibration in steering wheel when accelerating and backing out of garage after starting car in morning,2
2583, on 01/18/17 14:10 PM (PST),Louisville driver ,2016 Honda CR-V  EX-L w/Navigation 4dr SUV AWD (2.4L 4cyl CVT),A real stunner," Three if us test drove a RAV-4, Rogue and CRV together. Two of us bought the Rogue. The CRV was a big surprise as we were expecting great things. Performance was sluggish, compared to the others, the ride and noise in the rear seat unacceptable and the touch screen which controls everything a nightmare. Our experienced sales person took 5 touch strokes to turn on the radio and select a station! We couldn't live with the integrated touch screen system for music, climate control and navigation. When we asked about a CD player the salesperson touched a button and the entire integrated screen popped out from the dash and rotated 90 degrees exposing the CD slot in the metal work behind the screen. Try managing a CD change while driving....I think not. Looks like a repair nightmare if you buy this vehicle. The reason for the high rating on technology is that it has outstanding features and lots to offer tech minded folks. As far tech functionality it's a big looser.",3
2584, on 01/17/17 08:26 AM (PST),Kim Bell ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),Comfortable and reliable, Great reliable vehicle.,5
2585, on 01/15/17 10:16 AM (PST),Mike Berk ,2016 Honda CR-V  EX 4dr SUV AWD (2.4L 4cyl CVT),NOISY NOISY NOISY," UPDATE 7/2017-  I dislike this car more than ever. The driver's  seat  comfort is my greatest issue. I have added a foam cushion to the backrest, without it I cannot drive the car because my back aches. (I don't have that issue with any other vehicles I own). The audio system is just a PIA to operate. Road noise is terrible.Have decided to ditch this car ASAP. Bought 2016 CR-V EX. as the replacement of a 2006 Hyundai Tucson Limited.  I considered the Mazda CX5 but hesitated because I couldn't find long term data results for the SkyActiv engine. Was unimpressed with the RAV4 and the Ford Escape. After 2 weeks with the Honda I regret the decision. No matter what I do I cannot get comfortable in the driver's seat, The car has power adjust seats but no position is satisfying.  I am 5' 8"" and 190lb. The seat is wrong at the lumbar no matter deflated or inflated,- hard on the butt , poor conforming  and feels to narrow across the back,  just terrible.  Not looking forward to a long trip in the saddle. Road noise volume is unbelievable, It came with BridgeSTONE tires, I never had them on a vehicle.  I am hoping that once they wear out, a set of Dunlop's will improve the noise level. Obviously the roof has NO sound proofing because during a heavy rain the sound was brutal. The audio system has no possibility for satellite radio. The Bluetooth is spotty. The displays are minimal in choice. The gas mileage has been great, With the ECO  off the car has adequate power, when on NO. There is no doubt this is a four cylinder when you give it the whip, but it's OK.   Handling is good, wheel feel is good. Transmission is smooth. Hope to never experience diabetic neuropathy in the feet,  gas and brake pedals are very close together and have at the same time hit both a few times, confident I will get used to this.  Not thrilled with this car, hoping that opinion changes in the next 150,000 miles.",3
2586, on 01/14/17 12:09 PM (PST),Brian Bratti ,2016 Honda CR-V  EX 4dr SUV (2.4L 4cyl CVT),Love My 2016 Honda CR-V EX, Great car,5
2587, on 01/13/17 15:24 PM (PST),Greg ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),Love it, Honda quality. Great design and roomy for a small SUV . We love it,5
2588, on 01/12/17 06:28 AM (PST),K. Serrano ,2016 Honda CR-V  EX 4dr SUV AWD (2.4L 4cyl CVT),Honda CRV love it, Cloth seats are way better.  Love the heated seats and no static!,5
2589, on 01/12/17 00:04 AM (PST),sherry gold ,2016 Honda CR-V  Touring 4dr SUV AWD (2.4L 4cyl CVT),2016 touring crv," Navigation is very poor.  Dissapointed in it.  It won't allow you to put specific addresses in at times... It picks what it thinks you want and then you loose control of it... It's very frustrating an d unreliable.  More,  just looks pretty than it is functional. Otherwise though,  it handles great and love the drivers assist and acc.",4
2590, on 01/09/17 17:16 PM (PST),JG ,2016 Honda CR-V  LX 4dr SUV AWD (2.4L 4cyl CVT),Honda 2016, Great car for the price!!,4
2591, on 01/06/17 08:41 AM (PST),glenn krantz ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),first suv," front seats great,seats rear leg room a plus,all doors open fully & extra cargo space",5
2592, on 01/05/17 12:51 PM (PST),Evie Sanders ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),Great Vehicle," Love this car!  Super comfortable, reliable and great looking too.  Doesn't get quite as good gas mileage as my Honda Accord but that was to be expected with a bigger vehicle and AWD.  I gave some questions a NA status since I've had it less than a month. But so far...I LOVE IT!!!",4
2593, on 01/02/17 09:35 AM (PST),MereSanct ,2016 Honda CR-V  Touring 4dr SUV AWD (2.4L 4cyl CVT),A Great Surprise...," This little car is loaded with wonderful surprises...a lot of technology for the price (but not too much to be overwhelming for me, of the 'Boomer' generation) a QUIET, comfortable ride (comparable to much higher priced luxury cars) that I must attribute to the finishes and those 18"" wheels! And the roominess that cars in this class generally lack...we are delighted with this purchase and cannot say enough good things. Nicely styled, nicely put-together, a great ride...easy to navigate the dash.",5
2594, on 12/28/16 08:59 AM (PST),Jignesh Vaghela ,2016 Honda CR-V  EX 4dr SUV (2.4L 4cyl CVT),Not a great car," The car price Vs feature value is not really matching well. Like I've purchased EX version(middle range variant) and it does not have climate control, It is just and ordinary AC.  No Digital speedometer.  Prior to this, I used to drive Toyota Prius. It is very old model-2007 base, but still, the base version was covered climate control, digital speedometer etc. I feel, these basic has to cover in all car, at least mid variant).",3
2595, on 12/27/16 07:48 AM (PST),LoveMyHondas! ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),"Only a couple hundred miles in, but loving it!"," So far, so great with the new car! It's incredibly comfortable inside and we feel safe and secure driving it. We love it so far (after couple hundred miles)! It's the nicest car we have ever owned and our second Honda. We love Hondas!",5
2596, on 12/23/16 22:25 PM (PST),W. Mathews ,2016 Honda CR-V  EX 4dr SUV (2.4L 4cyl CVT),Disappointed in our first Honda," We have owned our 2016 CR-V for about 8 mos.  In that time the windshield has cracked, mechanics failed to fully secure the oil filter so we had oil stains on our driveway -- and this was the first oil change for the car!  The vibration at idle is excessive; the main data screen is dim at cold startup; the driver's window will briefly engage without warning (when fully up it continues to engage up).  Finally, the tan seats are ridiculous!  Even a sweating water bottle leaves an indelible water stain!  Likely my only Honda vehicle.  Meanwhile, my F150 just runs like a clock!Update:  Have owned the car for 2 years now.  Have been having continuous problem with the low tire pressure indicator giving false low tire warnings after replacing one tire - a very stressful thing for the driver when this happens.  Dealer shrugs shoulders, makes lame excuses about how the sensors are not wheel mounted and one tire effects all others, taller new tire, etc.  A new TSB just came out so hopefully it works.  I put expensive neoprene seat covers on the seats to avoid the water stains.  I remain unimpressed.",2
2597, on 12/22/16 17:49 PM (PST),Sarah Morris ,2016 Honda CR-V  LX 4dr SUV (2.4L 4cyl CVT),Awesome," I love this car! It's comfortable, simple, and easy to use! I feel so safe driving my 6 month old in it!",5
2598, on 12/20/16 22:30 PM (PST),F.Litt ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),Unhappy with my 2016 Crv update," So update from my last review 12/20/2016. Today is 1/4/2018, my CRV has been sitting at Honda Service Center since 11/14/2017, I have been given soooooooo much run around with this car it's so frustrating, so I went back to the dealership to speak with the GM, some other guy came out trying to act like it was him he went with me to test drive my car, He drove  he get in the car he felt what I was talking about, he drove for about 5 minutes no need to drive any longer because the vibration is there immediately, we get back to the dealership and he trys to give me every excuse in the world as to why all the problems with the car is ok. I went for an oil change and they had to change the battery in a brand new car less then 2 years old, my roof have stains on it come to find out it's freaking leaking, I have video of the radio system malfunctioning and as of this day I still haven't heard from Honda to tell me anything about my car, I'm at my wit's end with The car and Honda I'm going to have to Sue enough is enough, this experience dealing with Honda has elevated  my blood pressure and stress levels so much I get sick just knowing I have to deal with them, I thought my ex boyfriend was the worse mistake of my life but nope nope Honda took the title.Cooperate office had the nerve to ask me what do I want them to do smh, they offered nothing all they basically said was oops sorry,",1
2599, on 12/19/16 08:59 AM (PST),Christine Pagan ,2016 Honda CR-V  EX 4dr SUV (2.4L 4cyl CVT),I love my CRV!!!!!!, Great SUV for the money!,5
2600, on 12/17/16 03:09 AM (PST),Vickie Kesler ,2016 Honda CR-V  LX 4dr SUV (2.4L 4cyl CVT),Last one, I have only had my new 2016 Honda CRV  for about 1 month and enjoying it so much.  The visibility all around while driving is amazing.  This is the first vehicle I have owned that I feel like I can see in any direction with no problem.  I love that it has an eco feature that helps me learn how to get the most mileage out of driving.,5
2601, on 12/16/16 23:31 PM (PST),Karla Fisher ,2016 Honda CR-V  EX-L 4dr SUV AWD (2.4L 4cyl CVT),Great lil' SUV for the single lady," I have heard that this car is the number 1 seller to single women.  I am 53 years of age and with all the kids out of the house, I now focus on my hobbies which include, camping, fishing, kayaking, surfing and hiking with my medium sized terrier.  I traded in my Volvo for this car and had to adjust to a couple of downgrade issues as a result.  The stereo basically sucks.  Even the Ex-L version which supposedly has an upgraded stereo.  Compared to the BOSE system that came standard in my Volvo, this one is just not good.  I will echo the sentiment by many others.  The ride is pretty loud.  It took a bit of time for me to get used to the road noise in the cabin but it really isn't so bad that one cannot get used to it.  Other than that, this car beats my Volvo hands down.  The AWD and high clearance are a blessing in the rugged outdoors of the PNW.  The large cargo space holds all my fishing, camping, surfing and kayaking gear and even my bike. I have used it to tow lightweight kayak trailers and it behaves great.  The right side mirror camera is an amazing feature.  Recently I took this car all the way from Oregon to PA and back again averaging 29ish mpg.  The cargo space became a sleeping space and I dubbed it the C.R.V. (compact RV).  The most striking thing about this car (selling point for me) is how it handles the roads in any conditions.  It handled high winds across the plains and accelerated quickly enough to pass even on the 80 mph freeways in the midwest and the AWD kicks in on snow and sand.  No problems on that trip.  In fact in 22k miles I have not had to spend one cent on anything except oil change.  Contrast that to my Volvo where I had easily spent over 1k in repairs by that many miles.  For the purchase price and for the peace of mind I have behind the wheel, this car wins all around.",5
2602, on 12/15/16 20:04 PM (PST),Daniels ,2016 Honda CR-V  SE 4dr SUV AWD (2.4L 4cyl CVT),Its ok for city driving," Great Gas mileage rides nice , you can not have 5 adults in it. ....not a good touring drive ...perfect for inner city driving",3
2603, on 12/14/16 12:58 PM (PST),CeeCee ,2016 Honda CR-V  EX-L 4dr SUV (2.4L 4cyl CVT),VIBRATION ON IDLE - 2016 HONDA CR-V! :-(," 2016 Honda CR-V Vibration Issue - More than two months ago, I started to notice a slight vibration under my driver's seat when at idle, e.g. sitting at a traffic light. Shortly thereafter, I received a notice from AHMC regarding a software update that needed to be done ASAP on my vehicle. The notice mentioned that, ""the software in the PCM causes a low pressure problem in the CVT. This may allow the belt in the CVT to slip. If the belt slips, you may see a surge in RPM when driving at highway speeds. If the belt slips the transmission will be damaged and DTC P1890 (the CVT speed control system) will set."" The software update was completed about a month ago and since then, I have experienced a more pronounced vibration under my driver's seat and even into the front passenger seat. The intensity of the vibration varies, but it has not gone away. Now that I have hit the 5K mile mark and had my first service done, I am afraid that the older the transmission gets, the worse this problem might become. The service advisor told me that the software update had nothing to do with the vibration issue, but I am not convinced. Before buying this vehicle, my research indicated that many customers with the 2015 model started to report the vibration issue right around this time (5K miles + or around the first scheduled service) and for most, the problem became worse. I am convinced that these issues are related to the new CVT transmission that was put in the 2015 and 2016 models. I have always been loyal to the Honda brand and I really like my vehicle, but I am starting to regret my purchase!!! :-(",3
2604, on 08/18/18 11:12 AM (PDT),Kevin ,2016 Toyota RAV4  Limited 4dr SUV (2.5L 4cyl 6A),2016 RAV4, My second Rav. Would definitely recommend.,5
2605, on 08/03/18 07:19 AM (PDT),Boz ,2016 Toyota RAV4  XLE 4dr SUV AWD (2.5L 4cyl 6A),I've owned three Rav4's," My 2016 XLE is the worst of my Fav's. The transmission whistle when I let off the gas and shifts too many times in an average ride. The navigation system is useless and get's you lost 50% of the time. It goes completely haywire. You only get a 2 year warranty on this $30,000 dollar vehicle.",4
2606, on 07/28/18 18:21 PM (PDT),Jerold R kenyon ,2016 Toyota RAV4  SE 4dr SUV AWD (2.5L 4cyl 6A),More whistles and bells then most BMWs & Mercedes," Very enjoyable SE model -- Black on black outstanding color and appearance.  Not a sports car, but just reliable and fun to drive....",5
2607, on 07/28/18 15:55 PM (PDT),Jim H ,2016 Toyota RAV4  LE 4dr SUV AWD (2.5L 4cyl 6A),Ravenous RAV4, Not the greatest MPG in the city but very responsive driving experience. The steering,5
2608, on 07/11/18 10:17 AM (PDT),Dave mack ,2016 Toyota RAV4  XLE 4dr SUV AWD (2.5L 4cyl 6A),Toyota lags way behind on technology," Do not waste money on their navigation system, its absolutely useless! The sound system is not that great either, voice recognition sucks, usb recogntion sucks. Can not make adjustments while car is in motion, no passenger option....way ...way behind on what other auto makers are offering.",5
2609, on 04/04/18 16:00 PM (PDT),TNewhouse ,2016 Toyota RAV4  LE 4dr SUV (2.5L 4cyl 6A),It's a good car - with a few quirks," The video panel in the middle of the console is unviewable in sunlight. That includes the backup camera. If there is direct sunlight hitting the screen you see nothing. The windows are very high in comparison to the seat height. It's hard to reach out the windows and grab something - like money at a drive up teller - without sticking your whole head out the window. I'm 5'7"", so it's not a height issue. The ride is very comfortable and quiet. It handles GREAT on the road. Gas mileage is average. Rear window visibility is a little impaired by its size and the rear seat headrests. The front seat area is a little crowded but there are only two cup holders and one of them is literally UNDER the dash. You can get to it ok, but D for placement.",4
2610, on 03/31/18 14:54 PM (PDT),Carol ,2016 Toyota RAV4  XLE 4dr SUV (2.5L 4cyl 6A),Worst vehicle made in history, Bought a rav4 2017 on 2016 only 13 miles. First trio made for 3 weeks got back car wouldn't start. Left for a 4 days weekend again car wouldnt start. For any trip I have to unplug the batteries. And the nightmare just one day without using the car didnt start just one night in a garage. The vehicle is ok but this situation overshadow any good thing it has. I am tired of it. Only 5K miles and I want to get rid of it. Hate it.,1
2611, on 02/15/18 15:39 PM (PST),Todd ,2016 Toyota RAV4  SE 4dr SUV AWD (2.5L 4cyl 6A),Do not buy!," I purchased this vehicle approximately one year ago. In summary, there is lots not to like about the vehicle. Highly annoying. I’ve never owned a Toyota before. Their customer service is even worse than the car. Simply disgraceful. Do yourself a favor and buy from a different manufacturer.",1
2612, on 02/06/18 12:57 PM (PST),SN ,2016 Toyota RAV4  XLE 4dr SUV AWD (2.5L 4cyl 6A),Your quality?," My vihecle is RAV4 2018. I bought from Toyota of Bowie, MD 20716 USA. But you know: even it’s not number paste license yet, it’d 2nd times lost control (4WD system malfunction, 2WD only)! Damn it this vihecle, this is my wrong choise!",1
